soc,name,group,employment,projected,growth,change,exits,transfers,annualChange,openings,education,wage,onet,geography,employment_base_year,projection_year,wage_year,retrieved,source_url
29-1218,Obstetricians and Gynecologists,Healthcare practitioners,586.0,572.0,-2.39,-14.0,12.0,2.0,-1.0,13.0,Doctoral or professional degree,289280.0,29-1218.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
29-1221,"Pediatricians, General",Healthcare practitioners,3123.0,3020.0,-3.3,-103.0,64.0,13.0,-10.0,67.0,Doctoral or professional degree,228920.0,29-1221.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
29-1222,"Physicians, Pathologists",Healthcare practitioners,292.0,297.0,1.71,5.0,6.0,1.0,0.0,7.0,Doctoral or professional degree,281410.0,29-1222.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
29-1223,Psychiatrists,Healthcare practitioners,1282.0,1327.0,3.51,45.0,27.0,6.0,4.0,37.0,Doctoral or professional degree,,29-1223.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
29-1229,"Physicians, All Other",Healthcare practitioners,8100.0,8161.0,0.75,61.0,170.0,34.0,6.0,210.0,Doctoral or professional degree,247150.0,,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
29-1241,"Ophthalmologists, Except Pediatric",Healthcare practitioners,611.0,611.0,0.0,0.0,10.0,2.0,0.0,12.0,Doctoral or professional degree,297280.0,29-1241.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
29-1242,"Orthopedic Surgeons, Except Pediatric",Healthcare practitioners,201.0,203.0,1.0,2.0,3.0,1.0,0.0,4.0,Doctoral or professional degree,368800.0,,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
29-1249,"Surgeons, All Other",Healthcare practitioners,555.0,564.0,1.62,9.0,9.0,2.0,1.0,12.0,Doctoral or professional degree,346190.0,,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
29-1291,Acupuncturists,Healthcare practitioners,156.0,157.0,0.64,1.0,6.0,2.0,0.0,8.0,Master's degree,102460.0,29-1291.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
29-1292,Dental Hygienists,Healthcare practitioners,6787.0,6914.0,1.87,127.0,255.0,154.0,13.0,422.0,Associate's degree,102160.0,29-1292.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
29-1299,"Healthcare Diagnosing or Treating Practitioners, All Other",Healthcare practitioners,583.0,601.0,3.09,18.0,20.0,12.0,2.0,34.0,Master's degree,110640.0,,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
29-2010,Clinical Laboratory Technologists and Technicians,Healthcare practitioners,12975.0,12861.0,-0.88,-114.0,400.0,401.0,-11.0,790.0,Bachelor's degree,77230.0,,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
29-2031,Cardiovascular Technologists and Technicians,Healthcare practitioners,1149.0,1163.0,1.22,14.0,32.0,31.0,1.0,64.0,Associate's degree,100280.0,29-2031.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
29-2032,Diagnostic Medical Sonographers,Healthcare practitioners,2232.0,2457.0,10.08,225.0,58.0,56.0,22.0,136.0,Associate's degree,113410.0,29-2032.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
29-2033,Nuclear Medicine Technologists,Healthcare practitioners,392.0,394.0,0.51,2.0,8.0,8.0,0.0,16.0,Associate's degree,117860.0,29-2033.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
29-2034,Radiologic Technologists and Technicians,Healthcare practitioners,5141.0,5173.0,0.62,32.0,142.0,122.0,3.0,267.0,Associate's degree,101910.0,29-2034.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
29-2035,Magnetic Resonance Imaging Technologists,Healthcare practitioners,1513.0,1554.0,2.71,41.0,39.0,36.0,4.0,79.0,Associate's degree,111980.0,29-2035.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
29-2042,Emergency Medical Technicians,Healthcare practitioners,4301.0,4386.0,1.98,85.0,103.0,205.0,8.0,316.0,Postsecondary non-degree award,52500.0,,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
29-2043,Paramedics,Healthcare practitioners,1902.0,1940.0,2.0,38.0,33.0,48.0,4.0,85.0,Postsecondary non-degree award,70260.0,29-2043.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
29-2051,Dietetic Technicians,Healthcare practitioners,874.0,908.0,3.89,34.0,50.0,63.0,3.0,116.0,Associate's degree,43420.0,29-2051.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
29-2052,Pharmacy Technicians,Healthcare practitioners,11942.0,12461.0,4.35,519.0,455.0,651.0,52.0,1158.0,High school diploma or equivalent,50680.0,29-2052.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
29-2053,Psychiatric Technicians,Healthcare practitioners,3572.0,4155.0,16.32,583.0,131.0,186.0,58.0,375.0,Postsecondary non-degree award,53840.0,29-2053.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
29-2055,Surgical Technologists,Healthcare practitioners,2313.0,2358.0,1.95,45.0,63.0,66.0,4.0,133.0,Postsecondary non-degree award,83820.0,29-2055.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
29-2056,Veterinary Technologists and Technicians,Healthcare practitioners,3937.0,4036.0,2.51,99.0,126.0,245.0,10.0,381.0,Associate's degree,53170.0,29-2056.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
29-2057,Ophthalmic Medical Technicians,Healthcare practitioners,3454.0,3954.0,14.48,500.0,207.0,262.0,50.0,519.0,Postsecondary non-degree award,55210.0,29-2057.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
29-2061,Licensed Practical and Licensed Vocational Nurses,Healthcare practitioners,15367.0,15820.0,2.95,453.0,647.0,598.0,45.0,1290.0,Postsecondary non-degree award,79270.0,29-2061.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
29-2072,Medical Records Specialists,Healthcare practitioners,3501.0,3648.0,4.2,147.0,125.0,103.0,15.0,243.0,Postsecondary non-degree award,61560.0,29-2072.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
29-2081,"Opticians, Dispensing",Healthcare practitioners,1421.0,1399.0,-1.55,-22.0,59.0,54.0,-2.0,111.0,High school diploma or equivalent,67520.0,29-2081.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
29-2091,Orthotists and Prosthetists,Healthcare practitioners,234.0,259.0,10.68,25.0,8.0,9.0,2.0,19.0,Master's degree,92770.0,29-2091.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
29-2092,Hearing Aid Specialists,Healthcare practitioners,202.0,229.0,13.37,27.0,7.0,8.0,3.0,18.0,High school diploma or equivalent,69780.0,29-2092.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
29-2099,"Health Technologists and Technicians, All Other",Healthcare practitioners,4498.0,4584.0,1.91,86.0,148.0,165.0,9.0,322.0,Postsecondary non-degree award,64120.0,,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
29-9021,Health Information Technologists and Medical Registrars,Healthcare practitioners,902.0,1003.0,11.2,101.0,28.0,27.0,10.0,65.0,Associate's degree,88600.0,,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
29-9091,Athletic Trainers,Healthcare practitioners,827.0,932.0,12.7,105.0,26.0,25.0,10.0,61.0,Master's degree,74390.0,29-9091.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
29-9092,Genetic Counselors,Healthcare practitioners,265.0,279.0,5.28,14.0,8.0,8.0,1.0,17.0,Master's degree,102680.0,29-9092.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
29-9093,Surgical Assistants,Healthcare practitioners,167.0,169.0,1.2,2.0,5.0,5.0,0.0,10.0,Postsecondary non-degree award,55190.0,29-9093.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
29-9099,"Healthcare Practitioners and Technical Workers, All Other",Healthcare practitioners,401.0,411.0,2.49,10.0,12.0,12.0,1.0,25.0,Postsecondary non-degree award,92980.0,,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
31-1120,Home Health and Personal Care Aides,Healthcare support,111380.0,125633.0,12.8,14253.0,10145.0,7234.0,1425.0,18804.0,High school diploma or equivalent,42080.0,,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
31-1131,Nursing Assistants,Healthcare support,39490.0,40956.0,3.71,1466.0,2657.0,2884.0,147.0,5688.0,Postsecondary non-degree award,47700.0,31-1131.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
